Month,Custumer Name,Customer Group,Product,City,Sales_amt,Standard_Cost,Metal_Cost,Taxes,FreightUnrecovered,Metal_weight_CU
 3/1/2018 ,"~ VALLEN DISTRIBUTION, INC",Medium,MST, Nashville-Davidson, 108.41 , 101.91 , 61.39 , 7.38 , -   , 2.73 
 5/1/2018 ,"~ VALLEN DISTRIBUTION, INC",Medium,MST, Evansville, 464.52 , 56.64 , 92.90 , 19.23 , -   , 38.22 
 1/1/2018 ,REXEL INC,Large,MST, Houston, 7.34 , 29.91 , 41.07 , 0.50 , 0.16 , 9.27 
 5/1/2017 ,~ NORTHEAST ELECTRICAL DISTRS,Medium,MST, Henderson, 73.10 , 14.64 , 35.86 , 2.43 , -   , 12.61 
 1/1/2018 ,~ COOPER FRIEDMAN ELECTRIC SUP,Medium,MST, Jersey City, 318.91 , 395.73 , 408.04 , 9.69 , (2.51), 9.27 
 3/1/2018 ,REXEL INC,Large,MST, Hollywood, 812.03 , 103.36 , 102.76 , 55.62 , 20.08 , 86.55 
 5/1/2018 ,NORTHERN SAFETY COMPANY INC,small,MST, Phoenix, 6.92 , 11.22 , 8.98 , 0.38 , -   , 3.38 
 4/1/2017 ,WIREXPRESS,small,MST, Louisville, 277.44 , 21.39 , 62.98 , 8.82 , 0.24 , 12.53 
 1/1/2018 ,- THE REYNOLDS COMPANY,Medium,MST, Abilene," 2,887.16 "," 1,142.36 ", 567.02 , 138.58 , -   , 232.73 
 3/1/2018 ,"MANUEL FREIJE ARCE, INC.",Large,MST, Detroit, 809.64 , 184.07 , 79.29 , 51.01 , 7.81 , 54.09 
 3/1/2017 ,- NORTH COAST ELECTRIC,Large,MST, Santa Clarita, 22.68 , 27.01 , 29.46 , 1.47 , -   , 10.23 
 4/1/2017 ,NORTHERN SAFETY COMPANY INC,small,MST, Omaha, 865.48 , 140.35 , 167.37 , 47.51 , -   , 50.82 
 6/1/2017 ,HOUSTON WIRE & CABLE,Medium,MST, Arlington," 2,156.40 "," 1,721.57 ", 361.98 , 120.54 , 32.29 , 8.93 
 2/1/2017 ,- FAIRMONT SUPPLY,Large,MST, Memphis, 246.63 , 288.47 , 52.39 , 12.41 , -   , 42.96 
 4/1/2018 ,- DEALERS ELECTRICAL SUPPLY,small,MST, Thousand Oaks, 49.48 , 3.62 , 22.08 , 1.75 , -   , 1.62 
